3449649,4425587
492439,1377641
949369,8922837
871812,9740082
3498710,4171618
859965,8795046
1207305,7034654
37869,92307
1016919,7445487
2367777,8894913
688138,1609713
474206,993730
914533,5384441
153040,1428690
10414721,10526945
57487,218677
2109724,2109733
1983206,3597694
1028326,1028327
84460,161882
883799,8774476
44695,685086
194188,4290761
48874,589978
546155,1116618
3256000,4553309
2362852,4975852
428362,1669978
840195,10141476
15129,576095
188360,1037947
3422479,9273476
852812,1169802
724374,2107884
2171115,6646991
3923020,4869581
135935,2756320
834759,8772488
744837,2045098
10176509,10176510
864360,9435632
4225814,8908342
3406696,3886023
138980,255494
2737796,5973797
218210,2077515
224103,3898361
4709150,10190381
2250205,4991247
2273606,9460199
853740,3316536
651127,5551222
18754,148887
2398381,9520200
858733,1582322
854014,2886568
433620,433622
29155,1842472
720774,5978103
1121814,9350208
146404,408205
3650946,9139705
3516106,5752145
500730,3521669
720484,902737
300390,471646
2331324,10053811
153069,785968
162455,1274792
4458900,4458902
10198185,10198186
38068,2514729
2996143,2996145
1905682,4977453
57152,990838
2299073,3488845
2376332,5620984
545764,1282540
56027,2131133
6748995,6749005
506122,2283756
215153,1166371
865028,1944694
9277,2117554
119229,231708
604834,921466
4339209,5347635
10465789,10465791
488382,3925110
2008130,9362064
873879,8818178
1804660,1804661
78875,4976911
86192,1784536
221713,5749067
1825441,5537446
615606,4155941
7486881,10787433
860323,2140690
29288,865243
575398,4585660
3437787,5524471
460495,506561
1470697,3064492
887021,3259266
186217,739564
517518,10527393
494214,8771294
150390,2259902
803347,8764083
2171084,9424211
7683,26151
2564345,7839006
295180,5811754
30335,221698
5533204,8922769
664997,3642714
4737572,9251420
5757827,5757828
80696,5567200
17071,3141432
517562,8844612
5953089,9022129
22756,81466
5964796,5964797
7205727,7444897
127853,3402277
46185,637034
1045196,8766730
2532737,2824239
907321,1725443
2934082,3660153
504939,796264
4857957,7315625
85882,4152746
151623,2807509
3006902,3006918
5964688,5964689
8217857,10835298
762468,1355774
3469860,9899664
482946,1098129
590031,854424
4010984,5412619
160821,693348
1604747,3240943
92086,7314055
1098538,5405636
134359,2373982
153449,1700123
854289,8839697
64216,149982
74272,152275
53250,152289
7436687,8776263
3314565,3392741
1831709,1831710
2659903,3513035
489675,3150336
3903393,4694585
551455,1032016
5566953,8983994
239529,843457
1359429,4580254
11949,54628
65999,7439912
119638,869014
1279821,3285457
937802,1645705
1236912,1236950
32000,506788
111666,846182
4129635,4129643
66476,505046
151207,218590
148617,1368691
5405363,7414136
3585798,9964172
1762783,2964864
1167548,2484460
7312310,7469046
241043,5031526
143085,3404493
874476,8929134
8635966,10334721
4911002,6821826
127122,2136600
69075,450295
3482068,5666535
259592,2646990
892993,10337664
3483918,3591025
20250,55436
1491353,9183615
1177087,1177097
8835338,9980485
186031,3015860
2935972,8775985
736600,3506351
218978,877759
397731,8866054
2636937,9606636
1433514,1590296
486686,8774488
1375154,4933328
61032,1913807
10834,88386
534368,1760411
414414,868214
788878,2934483
663058,2660177
844921,8787143
8780731,10381728
1279787,4553287
400755,824400
69916,881489
440872,440873
968411,2935989
3297090,8974955
1422937,1422940
27334,10325277
4119732,4795803
5526682,5526683
5378822,8816133
125875,379272
3238623,3238633
2169344,3661978
2493,216522
1107427,8773379
837571,8794796
148526,8813406
3331788,5484800
60576,98368
115738,1013477
483363,1459153
5594555,8820360
2626628,5562793
1212,1383306
179603,1724689
1389106,2648283
2168575,2940349
3999820,10024524
748882,1213322
417885,417977
2842525,7289551
2357948,7129733
1253450,5337428
4956683,4956684
689321,3986040
552903,4971823
105744,4291394
282674,3627180
2785932,8770214
829073,8912827
203287,2538516
7754,38682
1909925,2816361
471312,4832867
80677,4259264
610499,9707726
43791,657861
2901297,8898421
192799,295706
5535522,5535523
724604,1279829
4330316,5359287
1083633,4453705
4991207,4991208
1239613,3415748
7413990,7413991
156123,480903
194222,1231644
482684,8765359
3166324,9808103
151650,219128
72201,646809
3216591,3216651
977772,1184873
4977738,4977750
2751903,3417588
2943751,5052522
10197584,10197585
1109120,4806050
3213839,3213840
4210094,4210096
1240074,4786854
1807620,9284688
152371,2557464
1387435,3125613
1878959,9781049
58271,3470804
